sentence id,text,sentiment,topic
7219,"This was a delightfully refreshing book applying the wisdom of the ages. &#34;What you Believe you Receive&#34;. In her writing, Sally has a way of making us BELIEVE that the seemingly impossible IS possible. And she has the results to prove it. She found her Prince Charming because she believed he was out there. He heard her whispers and came to her on the winds of love. Her easy going writing style reminds us to not take ourselves too seriously, be willing to write the letter, believe and in that spirit our dreams manifest in true Law of Attraction fashion. Send your whispers of love to the Sun and watch your Prince Charming be returned to you.",positive,book
7505,"This book starts off a bit hesitantly--it's the first of a couple dealing with Kasey Johnson and his twin brother Garrett, but it heats up incredibly fast and in such a way as your initial reaction might be, &#34;um, whaaaaaaat?&#34;  Kasey is a second-year professional basketball player obviously playing for the Phoenix Suns--he's a 6'5&#34; blond god who is gay and has not come out, though his equally impressive brother, Garrett, a rising movie star, is openly gay.  There are so many &#34;this is absurd&#34; twists that this book takes which are dealt with brilliantly by author Chase that you actually believe that this stuff can happen, especially today.  You will not forget these characters, including Kasey's devoted seducer and eventually lover, Gram, and you will run right out and get its sequel, High Line, featuring Garrett, as soon as you finish this full court press.",positive,book
3870,"This story is very short (think novella), but it it's very well-written and the plot moves at a nice, quick pace. This is a great, easy read for a few hours (especially for the beach or that plane trip).The story revolves around an estranged couple, a misunderstanding, and a cute and funny revelation at the end.I don't really understand the negative/mediocre reviews, because I personally loved this story.  I get that everyone has their own opinion, but if you're a fan of adult historical fiction, you will definitely enjoy this!",positive,book
2822,Oh My God ...... What a good book I Love this storie . Makes me happy I got this book on my Kindle .And the sex was hot  loved it . Rafe and Bella Wow  I think I`m in lust ......,positive,book
2375,I read every one of the stories and they are well written.  The author descriptions of the characters made is superb.  Enjoy.,positive,book
10452,"Well what can I say, Ms. Hubbard never disappoint. Her novels leave you wanting more and more. There are so many twist and turns that you don't know what to expect next. I truely enjoy your novels Ms. Hubbard. I think I have ordered all of them, and I am in the process of reading all of them. Please keep up the good work, and keep the novels coming. I thought that Stealing Innocence I was good, but this one is even better. Now, on to the next book.",positive,book
10016,Really liked this book.  It was nice to see that both the main characters were smart.  Looking forward to the rest of the series.,positive,book
7611,I stumbled on this series by accident. It looked like a good series so I bought the first three books in the series. I just finished reading Maiden Flight it only took five hours and I loved it. Can't wait for the next book.,positive,book
4777,This book is in a series of books by the author.  I enjoy all of her books and I am always looking for more stories that she has written.  I highly recommend this and her other books.,positive,book
1248,"This is the first book I've read by this author, but it won't be the last.  The story was well written with plently of back story and developed characters.  I love that the pace of the romance was built up nicely and the characters didn't all jump into bed together after only 3 pages.  The story was also fairly long, so you don't feel cheated :)",positive,book
5528,It is great to see that Z gets some relief.  JR is at it again and pulling at the heart strings.,positive,book
5708,Really liked this book from the standpoint of the inner workings of the machines. Didnt really care for the last part of the book but the history more than made up for it.,positive,book
9479,"I have an illustration to describe what a good job Jules Verne did: My husband, who is dislexic, does not prefer reading as pleasure at all. We read together (me reading aloud) all the time. However, with The Mysterious Island, I couldn't tear him away from it! He downloaded it onto his phone so that he could read in his spare time. It's a breakthrough, folks! Excellent, exciting, educational read.",positive,book
6150,"After reading the Out of the Box series I just HAD to learn what the story was with Brett, Leo and Lisa. They're appearance in those stories had piqued my interest.The club On The Edge was only 3 months old but it had been an instant success with the people of Haventown. Both human and vampire alike. It's success was so great that it's owner Brett had to hire more help. After a hard day of interviews he was ready for a quiet night at home. Instead he found himself in whole different, but much more pleasing situation.Though short I loved reading this. Number one, the whole idea of vampires and humans mingling and having fun on the dance floor and in the dark alcoves makes me shiver. It makes me want to put on my dancing shoes and a slinky dress! The second thing that made this a hit for me was how easy it was for me to slip into the story. Kallysten has a way of making a reader feel as if they're part of the story, not an outsider looking in.Kallysten's writing is smooth and extremely hot. She never fails to give her readers a fantastic tale that leaves them panting for more!",positive,book
10498,The Henry Wright mysteries never disappoint me. Very good stories. They always catch my attention and I have a hard time putting them down.,positive,book
2045,"You know, Christine Feehan, satisfies so many aspects of the need that women have to be strong and vulnerable at the same time, sexy and respected by their partner at the same time and loved unconditionally...enjoy her books always.",positive,book
10771,"She's firecracker hot and doesn't know it.  He is calm and cool, but not for long.Blake West needs to get away from his sexy McKay cousins and make his own way. When he winds up tending bar miles away from his home town, he runs smack dab into Willow Gregory. Their story will light up your night like thousands of sparklers!Lorelei James is a favorite of mine.  If you like this, swing your truck around in the middle of the road and read the Rough Rider series.  Miss Firecracker makes the Hot N' Sweet List.",positive,book
10465,"So glad I read this in the comfort of my own home and not, say, in a doctor's waiting room -- I think my cheeks flushed a few times reading this! Talk about hot menage scenes, wOwza, but hot threesome sex is not all that this little story is about. It's also about discovering love between two bessie mates, and it's beautifully done. Another winner from Eden Bradley!",positive,book
1367,I loved reading about Quinn and Libby. Their story is real and involves real issues. I hope they will make appearances in future books,positive,book
10560,"Max is a blind detective, technically Amaurosis ( Max is quite technical ) anyway, while riding along a bridle trail, following a friend at one point a twig sprang back  you know how easily a thing like that happens, flicking Max in the eye. Max has compensated,  no dog and stick for Max. Most can hardly believe it, for Max is self reliant , if  a little quiet, but with eyes full of expression. Max's ears are never hoodwinked "" a rum way to putting  it"" nor his fingers, nor any of his other senses that have learned to look out for themselves. New perceptions, new experiences and  new powers awakening. Strange new perceptions, life in the fourth dimension.  Max had always held a secret ambition  to  be a detective. Max a gentleman  is comfortably well off (due to an American cousin''s defalcations) and retains a man, a valet named Parkinson. A keen observer  who  Max  at times uses, for longer range as a pair of eyes.The Max Carrados stories are-very well written, at times humorous always engaging often surprising!  Mr Bramah has written  warm engaging characters and realistic and believable situations. While Max was created in 1914 most  of them were written  between 1923 and 1934 during the height of hard-boiled detective era.  Mr Bramah is also credited with political science fiction which prompted George Orwell's 1984 also in his fantasy stories of  Mandarin itinerant story teller Kai Lung he is credited with inventing the saying  "" May you live in interesting times """,positive,book
11211,Good series. The paperback has all 3 in one book- be aware. different on kindle.,positive,book
4729,"This book really did it for me. The humor was usually dry, but kept me laughing just the same. I have no doubt that this book is not for everyone. That being said, I will offer some sound advice for you, the prospective reader:Download this book. It's free, after all. If the premise and first few entries don't have you laughing (or at the very least, smiling), stop reading. Also, check your pulse.",positive,book
9517,"Whether writing as Dinah McCall or Sharon Sala, this author never fails to deliver a well crafted story.  I enjoy stories about realistic people and this is a fast paced, intense love story and drama.",positive,book
11953,Lots of sexual advances n publicly sex n domination is great it was a good book sucks it was a tease,positive,book
3862,This was a great short story. I would recommend this to my friends for sure. Lorelei James writes great fiction love stories.,positive,book
1709,"There are two distinct parts to this novel, written from the two different main characters POV. Each has quite different feel to them, almost as if truly written by different people. The first part more action and tension and grit, the second more romance and emotion and tenderness. I enjoyed both.",positive,book
9545,This was a very intense book. It followed a group of Vampires. It told the story of each vampire and his or her &#34;chosen&#34;. I felt the portrayal of the vampires was interesting. The males were very HOT!!!! and the females very enticing!!! I truly enjoyed all the stories. The only thing I would caution is that you really must love Vampires and all things vampires to enjoy this book!!!!,positive,book
5142,i always knew that the story was far from what you find in the movies..i really enjoyed the book and can't wait to read to my boys,positive,book
5597,"I love Lorelei James. I have all of her books. I looking forward to the ones she is working on now, and can not wait until they come out!!",positive,book
2834,"This contains 67 stories by America's master of horror Howard Philip Lovecraft. He has influenced other authors such as Robert Bloch,Richard Matheson and Stephen King. If you want to read the most dark tales of the macabre this is the book to start with.",positive,book
6082,I just started to read Brenda Jackson books this summer and I tell you this complete series about the Westmoreland family members is the stuff.  I brought the entire bundle of all 15 books and I was not disappointed at the least bit.,positive,book
10421,"LOVED this book, great romance, great charcters, a must read as all of Bella Andre's books are, she is GREAT",positive,book
8119,"Have you ever sat down with your best friend and just talked about your job... the issues you were having..., your ideas about a new service..., clothes..., shoes... I think you get the picture. This book gave me the sense that I was having a cup of coffee with a friend and we were talking about writing. The tips are very do-able and practical.Highly recommend this title for the aspiring author who feels they can't start today.",positive,book
11929,"This is my second book of hers, and I have to admit I'm still getting used to the idea of a menage, but Annmarie does them very well. The emotion was very well done. A very emotional, gripping read. The heroine was extremely realistic and the abuse aspect was handled exceptionally well. I thoroughly enjoyed this book. I've just become a fan. Going to have to go through her backlist now.",positive,book
2833,Stephanie Bond is an excellent author for those of us that enjoy Romantic Comedy!  I have added her to my  list of favorite authors.  Her books are delightfully humorous and I hope she continues to tickle our funny bones for years to come.,positive,book
5595,"I've read this at least three times now, and yes I still water a bit. It's the perfect holiday story about love and faith and forgiveness. I like all the books in the collection, this one always makes me happy though, the thought idea and belief that there really can be Christmas magic if you have faith in love.",positive,book
3649,"This is a wonderful book. It makes the simple point that if you want to find your man (or woman), the most important thing is to identify what kind of person would make you happiest and be sure that you have an accurate description of what you really want. Then lo and behold, the perfect person will walk into your life. You just need to be open and ready for them. What terrific advice for us all!",positive,book
3963,"suprised by the effect of this book. I like reading about these three. there were some really hot scenes about the two guys  and then of them with her but, also one about rejection of affections. pretty strange how they shared all of the responsibilities of the business and house. I find it hard to believe you could share your lover but, I like reading about it!",positive,book
7830,I have read all of Mrs. Jackson's books I love here Westmoreland men. This was awesome because I got 4 books for $10,positive,book
2503,My husband is a workaholic with his own business like Logan and Rhys so I so understood the hurt the leading lady felt in feeling like your husband is married to the job instead of you.  I love how Maya shows the struggles and the rewards that are the roller coaster of life and that sometimes a woman has to stop being a doormat and make hard choices in order to be truely happy.  Let me also just add that this book has some of the hotest and raw menage love scenes that I have read before or since.  I read this book months ago and the images haven't faded in the least which is why Maya Banks is one of my top 5 favorite authors!!,positive,book
4001,"I wrote a ""downer"" of a review yesterday...then realized that I hadn't read the entire book! Silly me...This is a very good ""cookbook"" with clear directions and quite a bit of good help that isn't in the basic Kindle User's Guide. I know I'll have more fun with this new best friend of mine after I finish the cookbook and start trying all the things listed that one can do. Just the thought of being able to access my Gmail while going down the road in our RV makes my mouth water. Add to that the ease of reading with larger type...well, this Western Reader is one happy gal. Thanks, David, for all your hard work!",positive,book
1557,"I don't write review but needed to say this, I was about to not buy this book but changed my mind at the last second. First I love their chemestry and the fact that they both had issues. Both main characters where great I love all what Zack did, very sneaky but smart. Arielle was not a push over she was strong where she needed to be but gave in when she needed too. I love that they where made for each other perfect. I loved this book and can say it was worth reading. Enjoy......",positive,book
9748,"I loved this story. Lorelei James is a genius. I really related to Holly's character. I want to be adventurous just like her. The plot was nice too. I can always tell when I love a book if I want to re-read it right after I've finished it the first time. Wonderful, short, HOT story!",positive,book
11221,"They are some stubborn, stubborn, did I mention STUBBORN, people. The sex in this story was HOT but all of the underhandedness and temper tantrums that went on were pretty frustrating and quite funny too. I liked this story a lot and had to finish it before I could do anything else. In other-words I couldn't put it down. Thank Goodness for a HEA (happily ever after). I recommend this book.",positive,book
4087,"The New York Times-Latest News is a great buy. It gets updated during the day and you can virtually have a morning and an evening edition of the news. It is,obviously,an abbreviated version of the newspaper and does not include any of the other sections of the newspaper (like Science Times,Arts and Leisure etc;). It does however have detailed analysis and reporting of the day's main headlines. The table of contents runs 5-6 pages and each news article runs 3-4 pages on the Kindle making it a quick but satisfying read.If you don't have the time or inclination to read an entire newspaper then The New York Times-Latest News is for you-- and at a sweet price of $1.99 a month it is one of those deals where you get MORE than what you pay for !",positive,book
4037,"This magazine has been around for years and now you can read it on your cool, new, chic Kindle.Very nice ! No pesky ads !!Way to go Amazon and Reader's Digest !Thank You !Highly recommended !",positive,book
1109,"Wow! I loved this novella so much, I bought the rest of Tuttle's books right away. The cover leads you to think these books are more Dresden Files (which I also LOVE to read), but don't let them fool you, Markhat is not Harry Dresden. I have loved Glen Cook's Garrett, PI books for years - eagerly awaiting every new one. Well, now there is able successor in Frank Tuttle's Markhat. A bit darker (what's not to love?), but just as lightly humorous with an interesting cast of fantasy characters living side by side with humans. No spoilers here - go buy the books yourself (make Tuttle some money, ok? He needs to buy more depilatory) and plan to read them all, one after the other. If you like gritty fantasy with a mystery, these books are for you. Frank Tuttle, get writing - we want more Markhat!",positive,book
1753,"After all of this downloaded to my Kindle, it looks like I will be reading good material for the rest of my life",positive,book
9253,"After working undercover as gay lovers for the better part of a year, returning back to their lives wasn't easy for FBI Special Agents Alex Ware and Shawn Matthews, especially when it turns out Shawn wants to continue being Alex's lover.  Shawn has been in love with Alex for years, but out of respect for their friendship and working environment, he never revealed his feelings.  Their undercover assignment was fate telling him this was meant to be, and Shawn took full advantage of the opportunity to finally show Alex how much he loved him.Alex never thought of himself as gay and had even less of a clue that Shawn might be gay. This was an assignment and you did whatever was needed to survive.  The fact that he actually liked kissing Shawn and his body came alive every time Shawn touched him only made their undercover identities more believable.  Once the sting was over and they made their case, things would go back to normal, so Alex believed.A Matter of Necessity was a romantic comedy with added suspense and drama.  Shawn was a lovesick puppy who drove Alex absolutely batty and I loved every minute of it.  Who wouldn't want this gorgeous g-man with a sexy Australian accent declaring to anyone who would listen how much he loves you?  Alex wanted to believe he didn't want Shawn, but he knew he would be lying.  He wanted Shawn just as much as Shawn wanted him, but Alex was afraid of the stigma of being gay.  I did feel for Alex and his struggle to come to terms with his attraction to another man, and Shawn's sweet, lovingly aggressive pursuit of him only added to his struggle.  Even though Shawn and Alex took a while to see eye to eye about their relationship, they never lost respect for one another as teammates or their fierce protectiveness of each other.  The reactions of their other teammates from the Bureau to their relationship was a mixed bag, with some reactions fitting perfectly to the comedic tone of the story.  I very much enjoyed reading A Matter of Necessity, a definite Joyfully Recommended read.Leyreviewed for Joyfully Reviewed",positive,book
8585,Loved the story. Hope to read some ore.i recommend to those who like previous read books to read this also.,positive,book
4168,I hadn't read this series before and was surprised how nice it is. It made me laugh but it made me wish also that these types of men existed. It was hard to put down.,positive,book
7444,I love Brenda Jackson.  This was a great story or should I say stories.  Each story just got better and better.  It's great because you get to know all the characters and can feel like you are part of the family.  This was a great buy.  I recommend it to all adults.  So grab your copy and get started.,positive,book
7460,"I've read a lot of books on manifestation and this one is definitely the best.The author offers up techniques and exercises that actually worked for me, andthat's all that really matters, right?I used the exercises in this book and INSTANTLY saw results. I felt more powerful,more in control, and had the energy and motivation to start making my dreams areality.This book gave me the big push I needed to actually get what I wanted in life.It WORKS!It's different from all the other books on the subject because it shows you HOWto take action, what steps to take, and how to get results. It's not just anecdotesand fluff -- it takes you through the process and practically forces you to get results.If you only get one book on manifestation, make it this one.",positive,book
11475,Nice little read if you've got an hour to spare. Joe Hill carries on the horror writing tradition of his father in a stupendous way.,positive,book
902,"I have really enjoyed this series. This is the second book in the Rachel Myers series. I am familiar with the setting even though Ms. Jackson slightly changes the names of the towns. I like the way the author tells a story. Each book flows into the next one- so be sure to read them in order. In this book, Rachel's lifelong friend Isaac has her investigate the death of his friend. Isaac knew his friend was afraid of heights and that he would never get that close to the edge of the overlook. So Rachel starts investigating with her logical mind she is soon able to find out what really happened. If you like mountains, cozy mysteries, horses and plants, you will not be disappointed with this series.",positive,book
2941,"I enjoyed the story and thought it was interesting enough to finish in one sitting.  The female was hard, because she had to be and the male was sensitive enough to take care of her.  I liked the action and fight scenes and was able to follow it. Now I don't think they would have lost control on those razor-sharp rocks, simple because they were in lust for one another--getting some would have been the last thing on my mind.",positive,book
2205,I am thrilled that I finally found a car charger for my Kindle Fire that actually works...thank you very much!!,positive,book
319,i love j.r. wards books. this story was completely awsome zsadist is by for my favorite in the series.,positive,book
1939,"This is how it was in the big gambling and corrupt cities of the eastern seaboard.  Then go out west and become a real hero.  Again, the video was also good.",positive,book
9404,I fell in love with Jane Porter and couldn't wait to be educated myself. Enter into a world where being a submissive is an honor most women crave and being tutored at the hands of Doms is a priceless gift.I was spellbound from the beginning.,positive,book
1046,"I love that these characters are real so you can relate to them, and still the romance (and the love scenes) are hot, hot, hot!",positive,book
1944,"This is the story of Devin, a skittish diva who is running from love and Erik, the man hell bent on chasing her crazy behind until she admits she loves him and is ready to move their relationship to the next level. I LOVED this short story to pieces!!!Erik is in love with Devin and has asked her to move in with him. Devin, afraid of living the hellish life her parents lived, is gun shy when it comes to commitment and decides moving in with Erik is going too far too fast so she dumps him.The chase and capture is funny as all get out! Devin finally relents under what I can only describe as the sexiest, most sensually erotic siege it has ever been my honor to behold. I wish I could give this more stars.Well done!**BEST READ: with a glass of Blackberry Merlot and chocolate dipped strawberries! Have your little black book handy, you might need to call in reinforcements LOL!!!",positive,book
9469,Excellent book!!! Must read....Very good and love the detail of everything in the book and the sences and it keeps drawing you in even the next one.,positive,book
8727,"This book was great.  The story has it all.  Sexy, heartwarming and funny.  I would have spent triple the amount on this book (not that I'm complaining on the price or anything).  I will definitely be looking for more of Moira's books.",positive,book
4046,I've always loved all the stories she's written and it never failed to tug your heart. This book entailed the determination and courage to move forward with the challenges of the past trauma for both Zsadist and Bella. The perfect picture of love conquering everything. To have the courage and to learn how to start counting all your blessings in your family.,positive,book
10868,Job well done.  What a brilliant way to put these fallacies into a story that makes so much sense.  Will definitely be sharing this read with my children to help them become much better at critical thinking,positive,book
11322,"Mexican Heat is my favourite of Josh Lanyon (right after the Adrien English mysteries which are first place!).Here, Josh's collaboration with Laura Baumbach is a novel that packs quite the emotional punch. It has adventure, dashing hot men, the sex scenes are unbearably erotic, and the emotions swirling between the two main characters will leave you breathless.Wow!Highly recommended!",positive,book
11625,"Cathy never disappoint her fans.  This is one of her first books.  How I missed?  Malory is a 17years old and she has to we'd John Barron, heir to Lord Craige because she will lost her ancestral home; her father died without a male heir and John'father will inhere the title and properties.  Malory and her momWill keep their castle and she will be a rich and a viscountess.  According with tradition the couple has have to consummate their marriage and in the morning shows a bed sheet with blood stains as proof of Malory virginity.  Sick!  I do not like to give spoilers.  John tricked Malory and runs away, deserted her and his responsibilities.  Sorry the readers have to find out the reasons.  He enrolled in the army to spite his father because after ll he knows that he is aIllegitimate, a result of her mother indiscretion.  His father knows it but he claims John as his son and for that I give credit to the man.  John came back from the army and meet Malory in so hilarious circumstances and that is when the adventure and couple journey to love.  I laugh and laugh and I went to bed at 2:00 am. If you likes romance and feel a down, sad this is your book. Recommendation to read early or weekend because you will be late to sleep. Enjoy",positive,book
3739,Great for understanding the Old Testament. If you are confessed by some of the symbolism  used this book helps you understand. I've enjoyed very much.,positive,book
5358,"Emma Carter owns Wallflowers a store for anything you can hang on a wall. It is also what she considers herself and her partner Becky Yeager to be - Wallflowers and because of her looks and the spitefull behavior by some of the other women in town, what she feels she will always be.Emma is short and curvy, not the ideal figure most men are attracted by, imagine her surprise when Max Cannon returns to town and he seems to be interested in her! She has always been in love with Max but he has always been with Olivia - one of the women who hate Emma and Becky.Max didn't even remember Emma but when he hears her voice on the phone when she calls his friend and Beta, Simon, he feels attracted to her. After visiting her shop with Simon to make a delivery he knows she is his mate and Curana to his Alpha. Max has to let Emma know what he is (a puma shifter) as well as who he is (the Alpha leader of the Pride) and he's concerned that she may not be strong enough to be the Curana to his Alpha and the leader of the women of his Pride.Emma is a huge surprise to all who meet her, she's no pushover to Max and can hold her own with any of the other women. She's even able to teach them a lesson or two. The wise cracks and kitty jokes never stop!This is fun, witty, hilarious and entertaining.  Read the series, I am!",positive,book
9894,"Tuttle does an excellent job of creating a fantasy world and tweaking the archetypes of the different types of stock fantasy characters.  Seeing the world evolve and develop during the course of his various books is a pleasure.  This particular book is darker than the other Markhat stories, although it does retain the element of humor that is more prominent in the other Markhat stories.  If you enjoy Terry Pratchett (think Vimes and not Rincewind), then you will enjoy Tuttle's books.  But read them in order, especially if you have a Kindle since the stories are only $0.99 apiece (I feel guilty - I want to at least take Tuttle out and buy him a couple of beers since I bought his entire library for only $8).  By Stephon, hijacking his wife's Amazon account because I'm too lazy to create my own.",positive,book
2970,"I liked this book, even if the begnning did drag. The emails, in the end, helped build the relationship between them. Kelly and Jae knew each other better than they thought they did thanks to those emails, otherwise I would be saying the sex and &#34; love you's&#34; came too fast. Something that was pointed out in another review was that Kelly took advantage of Will's past. Yes, Will was abused but Kelly didn't know about it until after sex had pretty much stopped between them. Also, Will mentioned wanting someone to &#34;save&#34; him, and maybe Will saw Kelly as that person and found comfort and not resentment in the nature of the relationship.I would have liked to see more of Jae's family, just for te humor of all of the angry Asian women he talked about... would have lightened up the book some. It had its angst, but nothing I felt was overplayed. The feelings were organic.I did become slightly... fed up with the on-again off-agin part. One thing would arise and one of them would run off, and a few weeks later they were together again... maybe three or four times. It got a little old.I did enjoy the humor of the book, though Will's title as &#34;all around slut&#34; was a little too raw.The characters were all ther own, and I absolutely loved Will. Would love to see a sequal involvng his father and Kevin.",positive,book
9421,When psychos meet this is how it must go and though a bit disapointed with the ending I could not put this book down.  Would recommend this book for the likes of myself that is someone who hasn't time for a long book but does enjoy the thrill of being involved with a great cast of characters.,positive,book
10057,"I found this book to be a very enjoyable read.  After the first chapter, it really takes off and keeps you entertained until the end.  I enjoyed it so much that I immediately purchased the next two books in the series.",positive,book
7255,"Read this book years ago and enjoyed it then, however, I enjoyed it even more reading it on my Kindle. What has inspired me about this book is the people in the book on the island are very different, yet come together to work together and survive. Yes, I know that there are lots of reviews on this book, however, what I want to say to you is that if you are looking for a book that will inspire you that you can survive anything, then read this book.And if read in a low time in your life, it will be meaningful to you to see the right answer. This is what I found that this book did for me, it helped me see what is important and what is not.",positive,book
4743,"I really, really liked this book. I Like both Satori and Edwin and think they go together so well.Satori is a magician and he alone holds the power to help Edwin discover who he is and what he wants most in life.Edwin is a young man that has been plagued his whole life with sickness and sadness, now he finds himself, his mother and sister on a train, headed to meet his sisters husband to be. But the whole plain might be derailed by the appearance of a mysterious and handsome magician that has secrets of his own.",positive,book
3836,"I enjoy her books, a little predictable but enjoyable. She does a good job getting you invested in the characters and the story line. Yes, it is all about the sex!",positive,book
7076,"I enjoy getting the Washington Post (wp) every morning on my new k2 device.  K2 allows me to view every headline within the paper and to view the break down of the number of articles that are within each section and to view items in that section only if I choose to do so. Included in the wp k2 edition is front page, metro (for every county), style, editorials, classifies, obituaries, world, politics, health, sports, metro, home, etc. Some sections, are not published daily; therefore, are not included on my k2 daily, such as, health, food, etc.I really enjoy reading the wp on my k2 while doing cardio at the gym. I've always used that time to read the paper, but now I no longer have to struggle with keeping the pages together or worry about the paper falling and having to get off my cardio machine to pick it up.The daily rate is $.75 or $9.99 a month. Now, I can smile that paper is not being wasted when I read the wp on my k2 each morning.",positive,book
5420,"Helena McAllister is shocked when a handsome man shows up at her door claiming she is the One. Despite her attraction to him, there's no denying that he's insane!  Alex Faustin is far from crazy.  He's a vampire who's just traveled all the way from his luxurious NYC life to the wilds of Colorado for his mate.  It's a race against time to convince her to be his forever, while finding shelter and evading the law.  When a horrible incident reveals his secret, Helena learns he is a creature of darkness.How will she reconcile her feelings for a man who is monster?Admittedly, I had mixed feelings about Called by Blood.  I was not sure if I liked Helena and Alex because they sometimes came off as immature in their reactions and interactions to various situations they were forced to overcome and deal with.  It's been noted that love often makes people reckless.  Perhaps it was Helena's emotional baggage and Alex's spoiled haphazard bungling that that kept me off kilter.  I'm not certain.  All I know is that I really became interested in some of the secondary characters that appeared.  *Shrug* It happens sometimes.The writing style was very contemporary which mostly didn't work for me in the narrative along with the large doses of saccharine romance.  Also, the sweetness seemed at odds with the down and dirty sex.  Overall, it was a pretty decent novel, with harrowing moments and plot twists that kept me reading.  The best compliment I can offer is that I'm willing to reread this story again.  There are a lot of things about it to like and in all fairness, I've been reading lots of vampire fiction back to back, so my expectations differ from book to book.  I'm rather biased against treating vampires in the traditional manner and really get into books where vampirism `evolves' beyond the usual limitations.  This may have colored my initial response to Alex and the hardships he faces with Helena.  Still, I'm also the first to admit that it was used constructively as an effective plot device, and that's worth a bright gold star instead of a wooden stake.Patrice F.",positive,book
9128,"First book by Eden Bradley I have read, but I am hooked.  Have purchased more and can't wait to read them.",positive,book
11456,Sensual and steamy friends to lovers story!  Lacey's good friend Nick has had a thing for her for years so when she gets dumped once again and asks for his help in learning to be more sensual woman he jumps at the chance to finally show her how he really feels about her.  Very well written short sexy read!,positive,book
3284,"Sheridan ""Sheri"" Montgomery is a puma who also has albinoism (her definition - not an albino), she is also a victim of abuse by her boyfriend a wolf shifter who attacked her. She was injured so severely that Max Cannon, a friend turned her into a puma to help her recover from her injuries. Along with her albinoism, she is legally blind. After being found whenever she moved she finally contacts Max to ask for help from him and his pride of pumas.Sheri has just moved to Halle and is working part time for the mates of the Alpha and Beta, but she needs to be introduced to the pride and approved as a pride member. Adam Giordano the pride Marshall is delegated to give her a ride to the pride meeting, as soon as he sees and scents her he realizes that she is his mate, Sheri realizes the same thing but both of them deny their feelings - of course that doesn't last for long.Sheri's attacker has followed her to Halle, Max the puma leader contacts the Alpha wolf from the Poconos pack for help against the rogue wolf and his small pack, Sheri is guarded and Adrain steps up to make sure she is protected by him - her mate. Sheri knows that Adrian will be attacked when the crazy wolf realizes they are together.The plotline for this was tight and very well conceived, the action is still limited by the length of the book but I liked this story very much. Especially the viewpoint from Sheri as an albino.Again a great series -not dark and brooding.",positive,book
7692,"delightful book about an artist who lost her mojo and talks to her dead husband in the cemetery, and her friends and the townspeople in the small Vermont town of Rounded Corners was first published in ummm the 90's, I think, went out of print and now the author has brought it out in eformat.  Yea!Maud started off as a little girl who was being raised by her widowed father who allowed her to paint on the walls, and the furniture and wherever she wanted.  Turns out she was a pretty good artist, and as she grew, the exterior of the house was covered with her art, as much as the interior, it began to attract tourists from all over who came to see it.",positive,book
11556,"I enjoyed this little foray into the psyches of some very sick tickets. SK #1 is male, picks up hitchhikers, does his thing, and burns/blows up the evidence. SK #2 is female, hitchhikes, does her thing, and abandons the evidence. What happens when they meet is interesting, to say the least. The author of this little gem has the idea of Chekov's gun down pat - when you see something, it's important. It's always the little details, you know?Not for the kiddos - it's gruesome even though it is not overly explicit. And hey, free is *always* my favorite price!",positive,book
4495,"A loving, funny, sad, ""hood"" romance. I wish there was more of it. I hope there is a part 2 to pick up where this book left off. Good read.",positive,book
7045,Well written. An enjoyable read. Had trouble putting the book down. Suspense from start to finish. A great book not to be missed. Recommended.,positive,book
1749,Great story. This author is really good. First time reading her. Can't wait to pick up this storyline with the next McKettrick!,positive,book
11721,Great for those who may need help figuring out what a word means as it gives additional ways to think of the word in ( ) throughout the Bible text.,positive,book
3777,Linda Evans has taken all the right elements and assembled them in a story that will please the young adolescents of all ages.  The characters have depth and are very believeable. The story grabs you early and takes many twists and turns until you reach the conclusion.  It leaves you wanting more.,positive,book
4621,This book was very interesting and has a great plot.  The characters are complex without being hard to follow.  I had to read the the rest of the books in this great story.,positive,book
6979,Can't wait to read the next book in this series. If only i could find a few lovely men like these..pass me the ice,positive,book
7715,"This is the second time I have read this book and I love it ad much as the first time. It is a story of love, loss, finding joy and love again, understanding how fragile life can be. It is written with sensitivity yet lace throughout with humor as only this author knows how to write.",positive,book
1280,"I enjoyed the book, it was hot sweet and interesting all at the same time.  Easy reading.  Glad I read it",positive,book
9138,I love my Westmoreland men they are handsome and very sexy.They make me hot I just keep reading these books.,positive,book
9208,"Here is the concept of this short story - inTalk Me Down; Molly is a very successful writer of erotic fiction and this is the book that she was writing through out that novel.This story is set in the old west and the budding romance/lust between an English widow and her next door neighbor the local sheriff. It was well writing and fun escape - but is R-rated so you have been warned - Enjoy!If you are looking for some more great reads from this author I would also suggest;To Tempt A Scotsman (Zebra Debut),A Rake's Guide To Pleasure (Zebra Historical Romance),One Week As Lovers,Talk Me Down(# 1 in Tumble Creek Series) ,Start Me Up(# 2 in Tumble Creek Series) &Lead Me On (Hqn)(# 3 in Tumble Creek Series). Looking forward toCrazy for Love, due out August 2010 &A Little Bit Wilddue out August 2010.",positive,book
